Zip,Median,Mean,Pop
4093,55999,67329,7451
4095,51216.647,62418.902,1129
4096,77651.805,109954.175,8357
4097,70857.944,101180.788,3268
4101,28472.3582,42272.705,17296
4102,50475.3313,62791.189,16875
4103,55953.7033,65488.0034,29092
4105,88841.4667,121368.9151,10276
4106,51528.5738,64212.4762,23437
4107,81192.3858,123632.883,9083
4108,58429,99366,843
4109,58429,99366,82
4110,85168,120334,1210
4210,42116.9843,55829.8977,23191
4217,38630.9025,49975.156,2854
4219,43993.9408,52566.72,1469
4220,45756.3344,55195.0292,2584
4221,41350.2871,48315.2173,1220
4222,74952,81279,3378
4224,41465.5201,48372.1223,2960
4227,41401,48028,81
4228,32677,38772,15
4231,44549,52546,260
4234,31406,49005,136
4236,56719,60233,4078
4237,39861,52721,251
4238,48258,56934,1054
4239,40208,44444,4980
4240,37562.1855,47464.7552,35686
4250,42531.2692,55021.3176,4037
4252,45635.453,51141.0236,5045
4253,41833,57404,2106
4254,32677,38772,3213
4255,44549,52546,783
4256,57460.776,62178.3408,3154
4257,33194,43931,2959
4258,57465,62145,2250
4259,50327.401,64093.7376,2969
4260,65117,70252,4816
4263,51429,58227,2002
4265,50461.2766,64317.618,861
4267,45086,59891,29
4268,38853.4139,60147.1057,4613
4270,43171,49862,5520
4271,37342,49847,53
4274,56585,69091,4854
4275,33194,43931,504
4276,31579.4402,41315.7184,6472
4280,51911,58615,5803
4281,37342,49847,4737
4282,61949,67417,4972
4284,54239,69824,1078
4285,41923,49976,417
4286,39861,52721,33
4287,63192,68092,2843
4289,41071.1792,47668.4956,1731
4290,40750,51715,1510
4292,40750,51715,858
4294,31670.4413,49011.3563,4074
4330,32080.7683,40593.0747,19887
4342,43799,57895,1624
4343,58066,66948,42
4344,51168,57911,2794
4345,50260.6392,59337.6411,11505
4346,49682,56633,1910
4347,59500,88317,2451
4349,54203.6752,69798.6236,1056
4350,61100,67899,3081
4351,61471.978,82243.0322,2464
4352,51583,67916,1521
4354,50893,52663,1221
4355,62935,68500,2354
4357,55917,53871,3284
4358,53673,66846,4052
4359,55217,63759,210
4360,51583,67916,517
4363,44747,58015,2206
4364,58066,66948,6167
4401,44996.5135,58451.7694,41557
4406,28901.8284,39086.7302,717
4408,44615,54674,178
4410,42664,48946,1186
4411,45369,47777,1243
4412,49913.0694,59916.1597,8982
4413,31898,39776,195
4414,34717.7383,43182.1268,1186
4415,33696,41510,293
4416,49035.1326,50644.0219,5447
4417,37226,45620,365
4418,41148.1841,49480.3277,1660
4419,48530,51805,2415
4421,47431,69386,1342
4422,47250,48514,1399
4424,32989.4208,41545.3496,836
4426,41446.687,46722.19,4698
4427,47250,48514,2491
4428,49503,62019,2795
4429,53791.4884,66046.762,4216
4430,34040.5649,43391.9725,1841
4431,46143,59269,52
4434,48852,57146,1012
4435,41490,46670,996
4438,44347,52856,1040
4441,40821.371,48827.995,1798
4442,40809,48387,82
4443,30330.6712,42296.502,2492
4444,80066.4336,86767.2332,7727
4448,32757.8655,40377.1298,1516
4449,42664,48946,1343
4450,57279.912,78506.32,1190
4451,28899.4914,38278.562,311
4453,39224.8708,46622.613,816
4454,31898,39776,96
4455,37226,45620,846
4456,52302,56344,2171
4457,32548.1485,41370.9577,6061
4459,26575.5628,35566.524,918
4460,41400.8387,48357.4491,1565
4461,45369,47777,2949
4462,35907.5165,44158.4295,5559
4463,31016.3022,37514.8504,2868
4464,29723.736,39368.5902,690
4468,34495.0398,44315.5829,9658
4469,27663,52647,2011
4471,36306,46922,556
4472,46143,59269,2076
4473,37174.7476,56236.0555,7103
4474,68135,71918,3526
4475,42045,50363,509
4476,47431,69386,1341
4478,33194,37527,296
4479,31206,44304,1270
4481,31005,37498,563
4485,29708,39349,183
4487,25492,34302,881
4488,48852,57146,980
4489,41458,51207,201
4490,31898,39776,254
4491,31898,39776,147
4492,31898,39776,173
4493,44092.4822,54348.22,1907
4495,37226,45620,420
4496,50596,58168,3603
4497,34942.3546,45330.618,452
4530,45562.946,53867.6413,11539
4535,55809,67856,676
4537,51373.552,59203.1952,1875
4538,46250,74216,2226
4539,52873,83281,1014
4541,52873,83281,92
4543,47692,57506,2048
4544,51390,59155,760
4547,47727,59364,1204
4548,55645,63481,1019
4551,52873,83281,782
4553,55809,67856,1742
4554,52873,83281,745
4555,47692,57506,1607
4556,55809,67856,1089
4558,52873,83281,265
4562,53617,65431,2102
4563,47727,59364,1342
4564,52873,83281,534
4568,52019,66709,509
4570,46250,74216,3
4571,51390,59155,329
4572,42201,56054,4915
4573,52019,66709,387
4574,50409,56742,1328
4575,46250,74216,105
4576,46250,74216,681
4578,43799,57895,4350
4579,55645,63481,2811
4605,49144.2527,61411.934,11211
4606,37604,46270,1214
4607,44531.966,55902.7055,1220
4609,64057,76141,4800
4611,37332,45709,618
4612,39300,51620,590
4613,44531,55917,202
4614,47008,65669,2281
4616,44434,65556,842
4617,44434,65556,799
4619,31215,41556,3445
4622,33451.8281,41584.793,1295
4623,37570.1104,46225.4209,1046
4624,44531,55917,331
4625,35438,53596,54
4626,30978,45786,623
4627,40000,52872,1487
4628,35614.416,46611.6,707
4629,47008,65669,110
4630,39057.7704,49424.341,1314
4631,30600,43614,1638
4634,43549.6175,52423.038,1754
4635,39300,51620,38
4637,31898,39776,191
4640,48344,59519,1970
4642,44434,65556,105
4643,37604,46270,919
4644,64057,76141,9
4645,46141,59175,79
4646,35438,53596,75
4648,37332,45709,579
4649,37332,45709,1407
4650,40000,52872,268
4652,31037.7663,45796.6425,2011
4653,39300,51620,533
4654,34699.2598,43508.7321,3525
4655,39083,49456,1160
4657,37015,46861,330
4658,33186,41272,1277
4660,54464,66385,1261
4662,54464,66385,514
4664,43253.2025,51800.3175,1187
4666,37015,46861,1201
4667,31185,35896,1489
4668,38441.0822,44779.9526,1721
4669,44531,55917,200
4671,31185.114,35917.508,528
4673,44434,65556,93
4674,39300,51620,404
4675,54464,66385,321
4676,44445.6883,65570.937,1015
4677,43250,51790,289
4679,35476.052,53621.578,1969
4680,33186,41272,1127
4681,40000,52872,1151
4683,40000,52872,116
4684,47008,65669,1358
4685,39300,51620,328
4686,31898,39776,116
4691,37015,46861,403
4693,44531,55917,984
4694,44525.173,51766.582,2582
4730,33192.0007,42343.4522,10045
4732,35848.6787,45576.3843,1863
4733,36062.727,46771.023,253
4734,36605.254,44926.248,863
4735,34755,41590,618
4736,40233.1186,52051.6516,10145
4739,34182.7,42788.275,1040
4740,34944,46192,1249
4741,34119,42696,4
4742,34944,46192,3582
4743,38732.0817,48454.0214,4803
4745,41148,46222,1219
4746,30475,43562,521
4747,37229.6384,44418.8205,1282
4750,32582.9211,40084.0607,2675
4756,34302,45763,3688
4757,47621.2149,60097.1656,2823
4758,36736,45162,1477
4760,34755,41590,788
4761,36284,45435,529
4762,36667,46387,622
4763,36284,45435,717
4764,34755,41590,56
4765,33418.9926,45095.0656,1407
4766,35676,43864,434
4768,35852,45583,395
4769,36799.2681,47488.6068,9501
4772,40971.0005,46228.5175,836
4773,34324.231,45768.8656,848
4774,34119,42696,857
4776,37128.5792,44692.704,1056
4777,33375,45103,430
4779,36667,46387,362
4780,36683.9471,44919.1721,795
4781,34119,42696,582
4783,36667,46387,476
4785,31292.9632,43935.1825,3028
4786,35676,43864,1877
4787,36736,45162,559
4841,30461.4244,41098.8308,7607
4843,44250.7564,71266.1616,5256
4847,50409,56742,1310
4848,48538,62607,600
4849,48538,62607,3373
4851,46141,59175,51
4852,52873,83281,75
4853,46141,59175,380
4854,48707,64193,1601
4855,39777,52632,331
4856,69554,85391,3206
4858,48707,64193,1373
4859,40294.94,53302.538,724
4860,39777,52632,1573
4861,51006,56615,3732
4862,50409,56742,3496
4863,46141,59175,1231
4864,51006,56615,3793
4901,41373.4482,52371.0455,25900
4910,51488,64990,1946
4911,36554.9559,45281.3673,2135
4912,33848.2795,40411.8232,873
4915,39498.5195,50226.845,8468
4917,56379,71470,2528
4918,56379,71470,448
4920,32342.7246,40802.6673,1808
4921,38687,51229,1505
4922,35360,44532,1142
4923,41800,47211,506
4924,43807,51617,2026
4925,33194,37527,110
4926,53673,66846,55
4927,34338,43738,3340
4928,36417,49142,2144
4929,36984,45342,778
4930,37600.3128,44175.9702,4275
4932,47500,59508,1065
4933,35104,43986,7
4936,37237,42584,234
4937,46685,54205,6477
4938,38553.3341,50518.0116,9200
4939,41490,46670,986
4940,37988.9245,50872.9704,115
4941,42859.3909,50310.8692,1646
4942,33170.5425,40402.1868,1324
4943,32135.6693,44482.1486,1827
4944,46685,54205,42
4945,3737.6444,4225.5402,119
4949,37682,48795,927
4950,35270,55885,4523
4951,38687,51229,888
4952,37682,48795,1595
4953,35112.6772,43996.8654,3007
4955,40304.988,48743.8496,1262
4956,42430.6043,47773.0736,725
4957,42008.9476,55176.4108,4135
4958,34787.9864,43060.4168,1905
4961,35320.5349,42839.1383,1031
4962,50389,59546,141
4963,47082.364,67134.401,6929
4964,45368.5856,56478.9472,155
4965,36984,45342,1940
4966,42236.8044,49488.9368,1664
4967,40015.3954,51461.2949,4252
4969,47500,59508,1254
4970,47160.464,58614.586,1391
4971,41800,47211,1831
4973,37682,48795,1174
4974,44347,52856,2628
4975,46685,54205,55
4976,32826.483,46178.945,10020
4978,42838,51595,734
4979,31339.7184,42539.5121,964
4981,44347,52856,2134
4982,37237,42584,660
4983,31690.8543,35681.0736,1257
4984,42959,48368,529
4985,33194,37527,90
4986,36569.8481,46760.3068,1485
4987,35360,44532,971
4988,35622.8864,44865.4654,1906
4989,50389,59546,3905
4992,37792,51054,84
5001,50512.673,63764.1457,9123
5031,56378,69425,218
5032,47982.6644,57408.2543,2664
5033,46075.0672,57545.7264,2744
5034,61010.388,80475.713,310
5035,58256,77088,638
5036,50640,61616,1037
5037,58256,77088,560
5038,49363,62717,1230
5039,48125,56371,1110
5040,47601.76,57110.446,471
5041,49226,61697,354
5042,48983.2548,62169.0996,605
5043,69667,81975,937
5045,57134.9833,67406.4033,1758
5046,49401.6367,62497.9459,1139
5048,62212,79164,2429
5050,61786,72232,146
5051,48009,59646,1549
5052,62212,79164,348
5053,56378,69425,332
5055,86458,106286,3363
5056,58256,77088,567
5058,64996.8919,76545.9519,346
5059,52356,90187,874
5060,49699.5475,61473.2718,4415
5061,49230.4936,61730.456,1679
5062,58256,77088,702
5065,56378,69425,1064
5067,56378,69425,258
5068,40141.05,53444.3842,3125
5069,48772.1064,61873.2705,555
5070,49363,62717,484
5071,72355.4416,93852.4776,324
5072,49363,62717,526
5075,68060.9536,80451.6922,1113
5076,48125,56371,412
5077,49363,62717,1215
5079,49363,62717,730
5081,48009,59646,550
5083,53668,63376,151
5084,53067.9494,71594.219,140
5086,49442.175,57194.4925,793
5089,48658.8229,60022.1253,4979
5091,72112.9896,93715.2532,3288
5101,37967.9526,55253.5568,4643
5141,50601.7168,72758.0252,112
5142,48274,53754,680
5143,45892.8324,62960.1218,4343
5146,49816,71921,750
5148,50715.134,59601.284,1140
5149,46105.1082,60481.9966,2092
5150,39984.4427,52872.193,831
5151,59811,71307,1553
5152,60370,79468,448
5153,48274,53754,687
5154,52404,74678,661
5155,49284.6818,57966.3748,828
5156,41947.5202,54866.878,9226
5158,50617,63222,1049
5161,44840,61816,552
5201,42004.9574,57108.3328,14851
5250,48886.3572,67055.6541,3408
5251,66367,93556,1350
5252,52375,61160,274
5253,66265.9242,93260.5167,685
5254,56793,82695,273
5255,56809.2758,82713.4637,4121
5257,50150.857,66295.481,2718
5260,51434,59060,459
5261,51434,59060,2738
5262,57351.5248,67728.5741,2547
5301,44421.8946,58122.2172,16820
5340,60370,79468,763
5341,52589,72213,407
5342,51122.5377,70084.4432,581
5343,45184.6172,53920.866,917
5345,60934.7673,71337.5778,2119
5346,52797.8762,64362.2177,5184
5350,52375,61160,763
5352,52375,61160,824
5353,49816,71921,1072
5354,58968,68010,2210
5355,41836,58975,813
5356,52589,72213,717
5358,40000,74759,148
5359,49198.614,69525.803,594
5360,41849.352,58954.748,251
5361,55761,68135,947
5362,64643,71143,127
5363,52038.6875,64012.4418,2021
5401,38542.9043,54063.1745,28185
5403,72278.8625,81119.9573,17593
5404,42911.2875,54043.8974,7240
5405,54637,117088,4406
5408,57784.9536,66280.4982,10114
5439,53438,63206,1734
5440,51475,58735,1998
5441,54231,62170,958
5442,48831,53890,339
5443,54790.871,65293.9459,6656
5444,65586.4952,73916.2848,1714
5445,92431,150801,3754
5446,63457.9124,74077.006,15373
5447,48517,53693,79
5448,60978.8404,69886.4036,1134
5450,49026.9229,55268.9865,4977
5452,72871.3071,83685.6455,19710
5454,69359.34,78668.435,4447
5455,54231,62170,1080
5456,63438,74982,1277
5457,50267.5564,60804.8846,1617
5458,64727,80819,2044
5459,50273,60827,2156
5461,71881.4199,86861.1982,4542
5462,65450,72486,1938
5463,51475,58735,471
5464,62243.8392,68860.5408,3008
5465,87126.526,92894.501,5355
5468,66198.8634,70943.5656,12942
5471,37811.7088,46300.9898,896
5472,65163.7009,77001.4059,1643
5473,65520.9028,75332.6316,1413
5474,51475,58735,803
5476,39920.944,47658.524,3183
5477,75915.6258,84201.5612,4397
5478,55762.6512,62399.4454,14449
5482,84404.6593,127645.0117,7198
5483,50733.0577,60941.0096,1303
5485,50273,60827,93
5486,64727,80819,1654
5487,68024.7252,75665.9799,1498
5488,53652.0489,61856.8135,7690
5489,82263.429,90674.3915,3174
5491,59346.5272,67807.0825,5909
5492,48831,53890,682
5494,82210,90650,1767
5495,72347.7504,92249.0992,9341
5602,54523.5282,66463.3235,11916
5640,58393,67596,161
5641,50043.1615,60012.0873,17169
5647,53706,66640,1141
5648,58393,67596,423
5649,57955.4514,62787.989,574
5650,58393,67596,1123
5651,61402,77424,1546
5652,48831,53890,776
5653,48831,53890,547
5654,57658.3206,62534.123,970
5655,54813,66599,2868
5656,28408.6141,40503.2638,3508
5657,48689,54840,56
5658,54137.204,66727.952,1402
5660,64531.073,75391.5395,1660
5661,55474.3469,69346.9153,5620
5663,56102.177,61240.0857,6773
5664,55961,60906,80
5667,54631.456,67568.6688,2166
5669,55730.2759,61046.935,634
5672,56250,77314,4314
5673,62562.1076,76448.2974,2574
5674,64514,102466,1705
5675,57055,61954,1064
5676,63664.2781,76102.9247,4984
5677,60452,75149,2232
5678,58869,63182,163
5679,50515.969,58819.2596,3296
5680,48858.6348,55165.7243,2168
5681,58393,67596,458
5682,61718.3952,74541.6624,1251
5701,42777.8522,54541.4742,20802
5730,53187,62841,302
5732,44622.9812,59301.2272,708
5733,44362.6554,56694.0859,5895
5734,60369.434,73031.8754,1306
5735,44077.5109,59180.5395,4402
5736,53468.3405,70206.4116,684
5737,63625,79385,875
5738,62566.1371,84433.4069,1072
5739,59926.6724,74872.1867,1407
5740,46515,66070,25
5742,53187,62841,597
5743,46219.7386,55063.0716,4330
5744,58157.216,71800.216,533
5747,51378,65396,280
5748,51378,65396,323
5751,62708,84760,811
5753,48922.2092,62912.4687,10491
5757,53954.7649,62879.5759,832
5758,53187,62841,784
5759,55802.4345,61245.7437,1827
5760,60073.7552,72538.8552,1123
5761,52391.18,69141.93,1000
5762,63625,79385,542
5763,61796.225,76061.3628,2747
5764,47008,60943,3452
5765,52598.1696,62773.4312,1803
5766,51378,65396,572
5767,43264.7271,50676.9922,1143
5769,46395,62500,1216
5770,60344,73010,1136
5772,56378,69425,713
5773,53513.1744,62922.0429,2136
5774,47224.0111,61159.8327,1129
5775,50761,67877,623
5776,37135,66576,714
5777,45097.0552,54711.4444,3420
5778,57751.8189,70563.4753,733
5819,40063.7049,53548.9804,9444
5820,42076,52202,662
5821,58840.7306,70126.5647,1269
5822,39239.7783,44503.4796,1873
5824,39518.763,46737.1185,1139
5825,42411,52603,191
5826,42111.9964,52235.6072,983
5827,42111.1783,52234.8434,309
5828,50111.1008,74032.9244,1928
5829,41845.9176,53918.8044,2003
5830,39377.152,49371.9392,1502
5832,45123.391,52270.2985,982
5833,40357,47224,273
5836,41573.3327,51455.7191,1068
5837,38272.513,44933.338,353
5839,44803,54748,775
5841,44803,54748,425
5842,44053.4329,52175.3767,522
5843,41026.2124,53268.3469,2556
5845,42076,52202,1096
5846,30256,42953.76,1222
5847,42076,52202,879
5850,44861,55877,231
5851,39881.9593,47481.7339,6528
5853,40357,47224,711
5855,37930.9476,47230.7623,7170
5857,39685.321,51051.0155,1540
5858,37234,44350,368
5859,39673,51044,1819
5860,41020.0148,49092.7935,2557
5862,48833,62051,356
5866,43052,47618,732
5867,43052,47618,899
5868,39673,51044,364
5871,45404.3248,51774.4588,1638
5872,40319.893,47305.3428,789
5873,46255.4385,58495.748,675
5874,39673,51044,505
5875,43419.2053,52146.5791,454
5904,37234,44350,267
5905,11885.0928,14156.52,264
5906,37234,44350,1178
6001,107973.9121,145019.8665,18385
6002,72180.2362,87235.6338,20486
6010,59700.0287,70650.9565,60448
6013,114992.2345,123460.0548,9326
6016,68764.105,81388.7103,6226
6018,48038.1106,61098.8697,2865
6019,84995.8857,115472.9338,10129
6021,72000,94407,314
6022,96563,134372,163
6023,85989.547,98612.5131,1296
6024,46417,58674,647
6026,77596,103926,5117
6029,81891.7728,94609.1088,15547
6031,68673.5556,96038.8667,1287
6032,90956.2004,131532.5243,17675
6033,103874.9483,127609.2125,28762
6035,89956.9595,115769.123,7513
6037,88662.4835,99501.6448,18565
6039,63587,109405,1942
6040,63871.3582,75114.8633,35306
6042,66287.8413,78030.4914,22942
6043,89425.8104,103527.7912,4986
6051,35036.9579,42660.5309,30519
6052,56008.1196,63996.9492,7858
6053,42716.8825,49913.5613,34863
6057,80718,109692,6707
6058,69160.4571,92342.5491,1787
6060,103451.145,130296.245,2568
6061,80718,109692,169
6062,64755.8187,72960.908,17715
6063,87656,93366,3285
6065,41049.3048,43723.2978,413
6066,64307.9416,74789.8729,29219
6067,73415.2974,84142.1307,19709
6068,63480.546,109090.4678,1612
6069,70104,101073,2535
6070,113662.4351,146069.3267,15104
6071,38226.2482,45400.9287,4140
6073,122539.0051,159006.1462,5651
6074,89054.2142,104916.9897,25705
6076,67165.5205,71918.846,12659
6078,88785.799,115646.5015,12413
6081,73387,149336,1381
6082,69602.7638,78237.0535,44654
6084,99135.9616,118140.9972,15067
6085,80443.0407,96317.3903,7276
6088,56500,65592,4936
6089,113009.9145,139618.8205,2813
6090,103971,130951,1232
6092,132753.3741,171362.7489,4203
6093,91400.6215,110909.7025,3322
6095,78614.729,92275.0526,29079
6096,61164.2043,71014.8335,12498
6098,60975.1714,69856.6053,12426
6103,78380,97575,1410
6105,30369.1539,47919.1375,19392
6106,28397.1887,39853.5035,39902
6107,109321.495,133255.283,18786
6108,45955.9048,56128.5534,24307
6109,75131.0951,88477.707,26668
6110,60016.9097,71376.1614,12650
6111,68426.087,80092.6721,30562
6112,33646.0713,43676.0387,22879
6114,32542.3744,42584.0476,27449
6117,98209.7031,131290.2653,17267
6118,54926.995,64158.1956,26956
6119,65178.4142,85165.8638,15474
6120,17588.1842,25024.5129,9668
6226,39366.8073,51078.276,20114
6231,109759.9432,122423.2476,4083
6232,84274,98360,3297
6234,68848.6507,73980.3462,8244
6235,62679,79762,2257
6237,85891.3126,94082.6441,5492
6238,87706.3725,89976.0841,12428
6239,56968.4942,61224.7481,11183
6241,56866.896,64893.084,6650
6242,76221.9825,92368.2425,1408
6243,67167,72468,60
6247,78385.1508,86813.642,2841
6248,104374.3552,111724.6136,5603
6249,72431,89633,7308
6250,75916.7212,96592.1165,4821
6254,74226,79409,1922
6255,53495.72,66097.188,4744
6256,48689,58299,2154
6259,68817.4072,90317.2026,4498
6260,53918.6068,63931.0116,9510
6262,49327,62493,586
6263,37569,50701,345
6264,75417,84197,166
6266,48689,58299,495
6268,49246.6605,68323.9214,11481
6269,6124.4461,5229.2047,9844
6277,66185.6895,77012.8046,4140
6278,69634.2732,83401.6156,4454
6279,62500,76420,6041
6280,50479.776,60034.166,3162
6281,73780.4103,90810.7092,6930
6282,74000,91065,1096
6320,43512.3539,52571.8004,27617
6330,69038.9712,75740.068,3282
6331,70906.515,77283.92,5137
6332,69896,74010,258
6333,94582.0644,118068.125,6607
6334,74921.3949,90221.2789,2592
6335,91721.584,107698.304,6729
6336,75000,90346,84
6339,78713.551,96745.4435,8302
6340,55494.0599,67409.377,29145
6350,68241,74682,67
6351,66236.8463,74829.9817,16301
6353,61151,87274,162
6354,61219.9672,65062.959,6141
